id,title,img,actors,director,brief,goal,category,isCrawl,isIndex
mzc00200iseomew,《古董局中局之鉴墨寻瓷》,//puui.qpic.cn/vcover_vt_pic/0/mzc00200iseomew1588747574682/350,夏雨/ 魏晨/ 阿丽亚/ 梁静,费振翔,"许愿（夏雨饰），北京潘家园小古董店""四悔斋""的老板，古董鉴宝界最具权威的""五脉梅花""家族之一许家，唯一的传人。为了楸出隐藏在五脉之中的""老朝奉""造假势力，许愿孤身一人入局破局，与庞大的古董造假集团展开层层较量，却被设局指引牵扯出两幅《清明上河图》真赝难辨的惊天秘密。随着迷局的层层解开，境外神秘的造假势力也浮出水面，而这些竟然都与当年许愿爷爷的护宝冤案有着千丝万缕的关系。为了查出前世真相，许愿再度联手投靠于""老朝奉""的药不然（魏晨饰），但不曾想这所有的一切都尽在老朝奉的掌握之中，而老朝奉势力的背后还藏着更大的谜团。
赝品迷局环环相扣，亦正亦邪的药不然又是背负着怎样的使命，五脉前世恩怨纠葛最终如何解答，而幕后BOSS""老朝奉""究竟是谁，这一切谜中谜的答案都隐藏在早已布好的局中局里。",7.5,内地 2020 悬疑 犯罪 冒险 剧情,1,1
mzc00200wxc9ptm,古董局中局2·竖屏更精彩,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200wxc9ptm.jpg,,,换个角度追剧古董2,9.8,片花 悬疑,0,0
9z88hz9qwugb8p1,古董局中局,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/9/9z88hz9qwugb8p1.jpg,,,夏雨乔振宇鉴真伪破迷局,3.8,悬疑 剧情,0,0
qp39m3l9upxl08a,古董里的门道,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/q/qp39m3l9upxl08a.jpg,,,古董局中局高能合集,3.4,片花 悬疑 剧情,0,0
mzc00200zkxs5e0,暹罗密码·速看版,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200zkxs5e0.jpg,,,三分钟大破异域悬案,2.8,片花 悬疑 犯罪 喜剧 剧情,0,0
236vbmsdok9mcb6,古董局中局·剧说原著,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/2/236vbmsdok9mcb6.jpg,,,解析原著细品剧,2.7,片花 悬疑 剧情,0,0
dffzoa6jllk79jm,古董课代表,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dffzoa6jllk79jm.jpg,,,你没看透的剧情都在这里,2.7,片花 悬疑 剧情,0,0
dp7xratybwrdjfl,古董局中局·速看版,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/dp7xratybwrdjfl.jpg,,,3分钟get古董精彩,2.7,片花 悬疑 剧情,0,0
mzc00200x3fzrcb,异域档案之暹罗密码,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200x3fzrcb.jpg,,,叛逆卧底破异域悬案,2.2,悬疑 犯罪 剧情,0,0
jciqke9dyg8pfpv,师傅,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/j/jciqke9dyg8pfpv.jpg,,,工人版亮剑,2.1,家庭 爱情 剧情,0,0
l1jc8hzubf6wz99,莫斯科行动,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/l/l1jc8hzubf6wz99.jpg,,,夏雨上演跨国追捕,1.9,悬疑 动作,0,0
bhp6pgqj2fyj4h9,绝地沙海,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/b/bhp6pgqj2fyj4h9.jpg,,,,1.7,网络剧 悬疑,0,0
8pl66isxpt8jxbw,失踪的上清寺,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/8/8pl66isxpt8jxbw.jpg,,,寻找上清寺,1.6,悬疑 剧情 爱情,0,0
lc2a6fi2osbbedd,上线下线,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/l/lc2a6fi2osbbedd.jpg,,,斯琴高娃直捣传销老巢,1.6,悬疑 犯罪 剧情,0,0
8qum8ikxii7b0ky,于无声处,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/8/8qum8ikxii7b0ky.jpg,,,胡军变当代国安特工,1.6,片花 悬疑 剧情,0,0
co47xqkusidzo41,《秋蝉》,//puui.qpic.cn/vupload/0/20190716_sub_poster_vip.png/0,任嘉伦/ 李曼/ 刘欢/ 何杜娟/ 菅纫姿/ 刘学义/ 梁婧娴/ 傅方俊/ 胡亚捷/ 李亭哲/ 张涵予/ 李小冉/ 王劲松/ 韩栋/ 何中华,付宁/ 李昂,叶冲是一名有共产主义信仰的爱国青年，他来到香港协助佐藤大藏组建香港的宪兵及情报机构。但叶冲早已选择为国报效，在新京时就以秋蝉为代号，为我党提供日军重要情报。叶冲来到香港与宫本苍野和佐藤大藏、清泉上野等老牌日本间谍斗智斗勇，同时又被我党同志姜俊涛和军统薛萍等人怀疑身份，他陷入重围一路披荆斩棘，一次次地化解了身边的危机。但叶冲最终还是身份暴漏，被送回日本受审，他使用忍术，在爱人何英的帮助下逃离了虎穴，回到香港继续为我党进行地下工作，在好友的帮助下，击败了宫本苍野和清泉上野，在姜俊涛和梁雪梅的婚礼上摆脱了日本女魔头清泉纯子的追杀，为抗战胜利作着不懈努力。受降仪式上，佐藤大藏向千万香港人民低下了头。抗战胜利了，姜俊涛、叶冲、何英等人圆满的完成了自己的任务，携手奔赴新的战场。,7.5,内地 2020 谍战 悬疑 剧情,1,1
mzc00200ggmetwl,秋蝉·片场花絮,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200ggmetwl.jpg,,,秋蝉搞笑片场日常,6.7,片花 谍战,0,0
mzc002009dxfw0e,秋蝉·竖屏小剧场,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc002009dxfw0e.jpg,,,竖屏看秋蝉 高能场景收录,5.5,片花 战争 谍战,0,0
mzc00200eb45fcg,秋蝉报馆,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200eb45fcg.jpg,,,《秋蝉》小报揭秘香港风云,5.5,片花 战争 谍战,0,0
mzc00200v894u7p,秋蝉·速看版,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200v894u7p.jpg,,,爱国青年任嘉伦临危受命,5.3,片花 战争 谍战,0,0
mzc00200qlcbjei,秋蝉·任嘉伦cut,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200qlcbjei.jpg,,,超A军官叶冲双面人生,4.9,片花 战争 谍战,0,0
4e4r3amfp1qzppm,麻雀,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/4/4e4r3amfp1qzppm.jpg,,,李易峰周冬雨高颜值谍战,1.1,谍战 悬疑 剧情,0,0
rehcrnwfbe7w62v,功勋,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/r/rehcrnwfbe7w62v.jpg,,,国内首部谍报剧,1.1,谍战 剧情,0,0
n0qu8qfcjbdo4zs,无名者,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/n/n0qu8qfcjbdo4zs.jpg,,,中国版史密斯夫妇谱爱情恋曲,1.0,谍战 悬疑 爱情,0,0
huckxwr3cz2sh8p,绝路逢生,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/h/huckxwr3cz2sh8p.jpg,,,杨烁一人分饰两角演绎另类抗战英雄,0.9,谍战 剧情,0,0
tx12sqjba6qlkcj,滴血玫瑰,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/t/tx12sqjba6qlkcj.jpg,,,一部另类抗日剧,0.9,谍战 剧情 悬疑,0,0
mzc00200nsdwdiw,谍战深海之惊蛰[DVD版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200nsdwdiw.jpg,,,张若昀王鸥双面潜伏人生,0.9,谍战 悬疑 剧情,0,0
mdweudbooff4i3l,谍战深海之惊蛰,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mdweudbooff4i3l.jpg,,,张若昀王鸥双面潜伏人生,0.9,谍战 悬疑 剧情,0,0
c16ltgp6rmfyljx,最后的99天,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/c/c16ltgp6rmfyljx.jpg,,,会议召开前的99天,0.8,谍战 悬疑 剧情,0,0
1l6r7zhz4i7677g,红蔷薇[DVD版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/1/1l6r7zhz4i7677g.jpg,,,杨子姗陈晓演绎别样谍战人生,0.8,谍战 剧情,0,0
nq4sjurk1ohpw45,《好妻子》,//puui.qpic.cn/vcover_vt_pic/0/co47xqkusidzo411588314960569/350,姚芊羽/ 李威/ 周昱彤/ 李泰,罗灿然,居家好妻子李家瑜多年如一日悉心照顾丈夫贺浩泽一家人，当公公患了急性肝硬化，需要她捐赠部分肝脏，她也二话不说。谁料手术后，李家瑜发现丈夫贺浩泽内心深处爱着的却是自己的闺蜜周心妍，大受打击的李家瑜在山间散心时不慎摔下山崖导致失忆。正直善良的林天明救下了李家瑜，并给她无微不至的关爱与呵护。李家瑜在林天明的帮助下发现了自己研制咖啡的天分，开始了自己在咖啡事业上的励志之旅。正当两人之间萌发真情的时候，李家瑜却恢复了所有的记忆，但是她没有埋怨和责备，而是成全了贺浩泽和周心妍，并通过自己不懈的努力，夯实了经济基础，争得了女儿的抚养权。在此过程中，林天明的不离不弃深深打动了李家瑜，在成为业内优秀咖啡师的同时，李家瑜欣然嫁给林天明，有情人终成眷属。,7.2,内地 2020 家庭 情感 剧情,1,1
mzc00200efur7b4,好妻子·大型狗血现场,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200efur7b4.jpg,,,升级版“回家的诱惑”,15.,片花 家庭 剧情,0,0
zehczv7cap99gs8,中国家庭之新渴望,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/z/zehczv7cap99gs8.jpg,,,家里的事,1.9,家庭 剧情,0,0
gasr05z8ojzv1f6,养女,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/g/gasr05z8ojzv1f6.jpg,,,两代养女的命运,1.3,家庭,0,0
mzc00200q8gufit,我哥我嫂,,,,二嫂王雅捷独挑养家重担,1.3,家庭,0,0
srbfzwdg3qdkcz0,青鸟的天空,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/srbfzwdg3qdkcz0.jpg,,,丈夫的秘密,1.3,家庭 剧情 爱情,0,0
q50khqz7bnh1pdf,真爱之百万新娘,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/q/q50khqz7bnh1pdf.jpg,,,嫁入豪门的恩怨,1.3,家庭 都市 偶像,0,0
47t5p91a8ddeg66,哥哥姐姐的花样年华,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/4/47t5p91a8ddeg66.jpg,,,年代版《都挺好》,1.2,家庭 都市 剧情,0,0
o1lc8qwvgcwx8w6,绽放吧，百合,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/o/o1lc8qwvgcwx8w6.jpg,,,姚芊羽演绎知青女人的酸甜苦辣,1.2,剧情,0,0
n2znhgq3ql4847n,翠兰的爱情,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/n/n2znhgq3ql4847n.jpg,,,寡妇翠兰的爱情故事,1.1,家庭 剧情,0,0
e29d5llz42ipovo,天伦劫,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/e/e29d5llz42ipovo.jpg,,,中国人的悲欢离合,1.0,家庭 剧情,0,0
p5w3ejngt3mlxmo,二叔,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/p/p5w3ejngt3mlxmo.jpg,,,从头倒霉到尾的一生,1.0,家庭 剧情,0,0
q370udz0thmmtlk,野鸭子 第2部,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/q/q370udz0thmmtlk.jpg,,,青春励志野鸭子续集,1.0,家庭 剧情,0,0
oyh0ody2chzgr4n,原配夫妻,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/o/oyh0ody2chzgr4n.jpg,,,历尽磨难前夫妻,1.0,家庭 剧情,0,0
smgso0wulfb84gd,我心灿烂,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/s/smgso0wulfb84gd.jpg,,,王志文首演爷爷,1.0,家庭 剧情,0,0
jnngbw19gy8ctes,《彼岸花》,//puui.qpic.cn/vupload/0/20190716_sub_poster_vip.png/0,林允/ 宋威龙/ 何润东/ 王耀庆/ 李心艾/ 谢彬彬,王小康,即将上市公司的展览策划师林和平（宋威龙饰）因青梅竹马的南笙（林允饰）突然过世而无法走出阴影，一直心心念念着南笙。一次去巴塞开艺术品展览的时候使他遇到了乐观直爽的乔曼（林允），由于乔曼和南笙长得非常像，加上乔曼有着与南笙相似的柔情，使得和平情不自禁的对乔曼产生了好感，但这惹怒了乔曼的追求者也是她的救命恩人汉森（何润东饰），两人因乔曼而产生了冲突，开始了男人之间的较量。,7.6,内地 2020 爱情 剧情,1,1
mzc002001yp8kk3,彼岸花·青春日记,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc002001yp8kk3.jpg,,,《彼岸花》最新花絮火热出炉,18.,爱情 剧情,0,0
mzc00200jd1hqn6,彼岸花·速看版,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200jd1hqn6.jpg,,,宋威龙林允开启纯美虐爱,18.,爱情 剧情,0,0
mzc00200fs3meux,彼岸花·竖屏更顺手,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200fs3meux.jpg,,,宋威龙林允开启纯美虐爱,16.,片花 爱情 剧情,0,0
mzc0020020k6udg,鳄鱼与牙签鸟[DVD版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc0020020k6udg.jpg,,,张天爱陈柏霖谱写青春长歌,1.5,爱情 都市 剧情,0,0
mzc002005v1t7fz,鳄鱼与牙签鸟,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc002005v1t7fz.jpg,,,张天爱陈柏霖异国追爱寻梦,1.5,爱情 都市 剧情,0,0
ek5c8xwrtcegu8j,产科医生,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/e/ek5c8xwrtcegu8j.jpg,,,佟丽娅化身产科女医生,1.4,爱情 剧情,0,0
o7mfy9c543lm43z,浮沉,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/o/o7mfy9c543lm43z.jpg,,,张嘉译白百合商海浮沉,1.4,爱情 剧情,0,0
wk9agjvyed77wv3,我是杜拉拉,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/w/wk9agjvyed77wv3.jpg,,,戚薇领衔杜拉拉系列收官之作,1.3,爱情 剧情,0,0
cnqfrmbpj0op1v6,最好的安排,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/c/cnqfrmbpj0op1v6.jpg,,,内地版蓝色生死恋,1.3,爱情 剧情,0,0
h03rdupl3spyss6,职场是个技术活,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/h/h03rdupl3spyss6.jpg,,,叔中精品王耀庆再演霸总,1.3,爱情 剧情,0,0
vb5gqo5tgxbnpoh,花火,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/v/vb5gqo5tgxbnpoh.jpg,,,毛俊杰由公主变霸道女总裁,1.3,爱情 偶像 剧情 都市,0,0
z00l5kncvnu5bys,美丽的秘密[DVD版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/z/z00l5kncvnu5bys.jpg,,,宋茜变身快递小妹,1.3,爱情 都市 剧情,0,0
fkvjlswh3k5l98o,好先生,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/f/fkvjlswh3k5l98o.jpg,,,孙红雷张艺兴再度合体,1.2,爱情 都市 剧情,0,0
mzc00200mtwfe9x,鳄鱼与牙签鸟花絮合集,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200mtwfe9x.jpg,,,鱼鸟cp片场糖点在这儿,1.2,片花 爱情 都市 剧情,0,0
mzc00200y8o6ry9,,//puui.qpic.cn/vcover_vt_pic/0/nq4sjurk1ohpw451588403630225/350,梁靖康/ 李凯馨,王岩,22岁的刘暖暖（李凯馨饰）被迫离开女团，从零开始跌跌撞撞进入社会，遇到年轻的“超忆症”天才视觉家韩彻。韩彻为完成奶奶遗愿，回国承接“再现敦煌”项目，洁癖又自律的韩彻无奈收留了邋遢又窘迫的暖暖。人生重新起航的暖暖从服装店员做起，凭借独特的审美天分、分外努力勤勉，快速成了店里的金牌店员，并被破格提拔进入总公司。刘暖暖遭遇了各种考验，逆风翻盘进入设计部，一路的学习让刘暖暖快速成长并渐渐找到了新的人生方向。刘暖暖用自己积累的穿搭经验，开发平民穿搭宝典，立志要让更多普通人变得美丽又自信。韩彻（梁靖康饰）一路陪伴着暖暖，虽然两人的感情经历重重误会与挑战，却也处处散发着温暖与甜蜜。两人携手将潮流服饰与敦煌文化巧妙结合，将文化瑰宝以绚烂的现代姿态展示给世人。最终，韩彻轻握暖暖的手道出：暖暖，请多指教。,7.3,,1,1
ohntwnwx5bfg1ti,恋恋阙歌,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/o/ohntwnwx5bfg1ti.jpg,,,李承铉掀老上海豪门虐恋,1.1,片花 爱情 偶像,0,0
mzc00200ce82x5r,抬头有星光,,,,少女“林品如”浴火重生,1.0,爱情 偶像,0,0
b4e8yjwgokhr0lj,逆袭之星途璀璨,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/b/b4e8yjwgokhr0lj.jpg,,,元气少女蜕变俘获总裁心,1.0,爱情 偶像 剧情,0,0
mzc00200htpzo0y,舌尖上的心跳,,,,阮经天宋祖儿最美味的爱情,0.9,片花 爱情 偶像,0,0
ikibji2k73dqazu,步步惊情,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/i/ikibji2k73dqazu.jpg,,,四爷若曦再续前缘,0.9,片花 爱情 都市 偶像,0,0
mzc00200q3ctjw0,传闻中的陈芊芊,,,,赵露思丁禹兮破次元相恋,0.9,片花 爱情 古装 偶像,0,0
oja2u3jp4xhc3m9,步步惊情[DVD版],http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/o/oja2u3jp4xhc3m9.jpg,,,四爷回现代找若曦,0.9,片花 爱情 都市 偶像,0,0
qp4v8emwbaskd4x,只为遇见你,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/q/qp4v8emwbaskd4x.jpg,,,张铭恩牵手文咏珊闪光爱情,0.9,片花 爱情 偶像 剧情,0,0
d7ybi3g2s1ee14r,流星花园,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/d/d7ybi3g2s1ee14r.jpg,,,高颜值长腿新版F4来袭,0.9,片花 偶像,0,0
2cy4xg8ywpb47dw,甜蜜暴击,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/2/2cy4xg8ywpb47dw.jpg,,,鹿晗变身格斗系元气学长,0.9,爱情 偶像,0,0
hz1jkqvpb4detvb,狐狸的夏天第一季,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/h/hz1jkqvpb4detvb.jpg,,,谭松韵碰瓷coolest总裁姜潮,0.8,爱情 偶像 都市,0,0
8rf0yx26ow16i0h,千金归来,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/8/8rf0yx26ow16i0h.jpg,,,都市版公主复仇记,0.8,片花 爱情 偶像 剧情 家庭 都市,0,0
cltmsz5k25rt04w,龙日一你死定了,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/c/cltmsz5k25rt04w.jpg,,,羞涩少女恋 青春回忆杀,0.8,网络剧 爱情 喜剧 偶像,0,0
4jmu0ucaieo09ct,龙日一你死定了2,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/4/4jmu0ucaieo09ct.jpg,,,霸少宠溺升级 少女恋突遇劲敌,0.8,网络剧 爱情 偶像 喜剧,0,0
otff8quzy6b2dlw,《长安少年行》,//puui.qpic.cn/vupload/0/20190716_sub_poster_vip.png/0,王玉雯/ 吴希泽/ 刘奕畅/ 谢彬彬/ 漆培鑫,周家文,沈依依出身市井厨艺超群，幼时机缘巧合下她与大家闺秀沈蝶依成为好友，然而蝶依因咳疾离世，留下身世之谜。依依为报相知之恩，冒充蝶依到长安履行婚约，想要查明蝶依身世真相。为拖延婚期，依依女扮男装与蝶依未婚夫唐九华一起进入尚艺馆，巧遇受皇命隐藏身份查案的杨子安，欢喜冤家在一吵一闹之间互生情愫，子安却苦于依依的“男子身份”，进退两难。与此同时，沈依依、杨子安、唐九华、二皇子李心远及剑客独孤牧雪屡破惊世奇案、迎战东国使团，组成“尚艺馆五子”，名扬长安。在硝烟弥漫的战场上，沈杨二人生死相依，互表心意，“尚艺馆五子”力克敌军，凯旋回朝。本以为一切将回归平静，然而更大的阴谋才刚刚开始，多起案件的幕后黑手浮出水面，依依真实身份被子安得知，二人的感情面临挑战。众人顺利毕业，太子叛乱起兵谋反，蝶依身世引起轩然大波，尚艺馆众人如何共渡难关？杨子安和沈依依又将情归何处？,7.8,内地 2020 爱情 古装 青春,1,1
mzc002008c6apqt,长安少年行·速看版,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc002008c6apqt.jpg,,,迅速get高能嗨点,8.1,片花 爱情 古装,0,0
mzc00200lv3zkrg,长安少年行·五子竖屏剧场,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200lv3zkrg.jpg,,,甜逗剧情值得一百遍,8.1,片花 爱情 古装,0,0
mzc00200sdgxtba,长安少年行·花絮特辑,http://i.gtimg.cn/qqlive/img/jpgcache/files/qqvideo/m/mzc00200sdgxtba.jpg,,,直击尚艺五子欢脱现场,8.1,片花 爱情 古装,0,0
